ID,Age,Experience,Income,ZIP Code,Family,h1,h2,h3,h4
1089,59,35,95,95521,1,14093,13027,17496,9191
1090,53,29,94,92103,4,14922,23635,39647,20645
1091,31,5,79,94720,4,12067,23137,29074,57017
1092,41,17,48,94720,3,11257,22377,26690,63161
1093,25,1,70,92120,4,11093,16384,33364,37202
1094,27,3,40,94550,3,12082,20177,41388,48183
1095,50,24,44,94086,4,12230,23601,36925,71735
1096,50,25,43,92129,1,12378,19748,17868,56697
1097,43,18,29,90245,1,10016,13661,25835,30001
1098,50,24,188,92007,3,14738,24309,43072,16205
1099,46,20,114,90720,1,13175,16784,34508,46725
1100,30,6,52,92717,3,11864,14840,20716,18573
1101,42,16,13,91711,1,13628,23119,17593,8415
1102,42,17,95,90095,3,14717,21631,17133,27242
1103,29,3,84,95023,1,12210,21548,20082,21019
1104,38,14,49,90037,1,12156,13466,19204,7271
1105,51,25,181,93106,1,13010,17034,19505,33746
1106,35,10,182,95051,1,13886,23573,24051,50946
1107,37,13,70,92101,2,10915,15170,15542,29493
1108,47,21,79,94110,3,10507,15831,35693,30070
1109,55,29,61,95051,4,11655,13704,18519,70534
1110,65,41,121,92126,2,13648,17840,28851,18139
1111,58,33,34,92028,3,10837,22440,40608,56295
1112,54,28,183,90071,1,14069,16123,23680,42840
1113,52,28,51,94949,1,11797,20975,27334,39026
1114,28,2,70,90630,3,14362,15615,44481,5611
1115,32,8,39,95827,1,10304,21082,42831,65206
1116,51,24,84,94117,3,13585,16459,39899,17671
1117,43,18,122,92056,1,11751,17537,38764,62844
1118,42,18,145,94709,1,13954,16103,43390,11676
1119,42,17,98,95670,2,10256,21484,28813,7252
1120,41,16,79,96064,1,12275,20977,41916,8136
1121,34,8,38,94304,2,14633,16228,21243,66399
1122,30,6,49,91330,3,13220,14707,30633,60991
1123,32,7,38,90041,1,13403,23554,19686,11557
1124,46,20,91,92521,4,10097,20036,24593,8667
1125,38,12,29,94022,4,11225,13463,36091,9467
1126,37,13,172,95003,2,10589,16960,42779,35145
1127,32,8,104,95192,2,10655,19155,30891,13594
1128,35,9,58,91101,1,11725,17552,36363,61901
1129,30,5,171,94025,2,12984,15845,33862,58052
1130,30,4,73,94305,3,11402,23696,16374,67905
1131,58,32,191,94402,1,11756,19843,17183,70885
1132,57,27,90,91709,2,14278,21314,33961,50947
1133,34,9,55,94920,3,10099,23785,20491,43666
1134,31,4,28,94126,1,11067,23896,44614,45931
1135,39,14,42,95616,1,13274,21623,44523,19477
1136,57,33,9,93106,1,13018,19345,37797,54822
1137,47,21,65,94086,1,14324,17779,32420,20061
1138,51,26,134,90230,4,12840,20229,33305,69564
1139,30,6,83,93101,4,11614,21146,22036,13082
1140,55,28,38,95616,3,10008,17378,16831,27284
1141,32,6,13,94611,4,11776,23233,30436,32077
1142,32,7,143,91365,3,14323,18348,18121,39099
1143,44,20,75,91335,4,11535,21164,43783,42715
1144,33,7,120,94022,1,11980,13338,19798,74505
1145,49,24,91,95822,1,12268,24359,25172,53335
1146,32,6,99,92101,2,12209,22275,36513,49680
1147,31,7,71,90034,1,11709,19664,25251,25858
1148,37,13,111,91367,1,14456,21930,30815,40396
1149,41,15,108,90034,1,13770,19400,40510,60303
1150,56,32,158,91763,1,12265,19417,44005,10144
1151,55,31,81,95521,3,13232,16924,18759,10314
1152,49,23,12,94720,2,14542,23386,21308,45069
1153,63,37,21,95831,2,13540,20451,28502,29978
1154,55,30,55,92821,4,10965,22645,26011,42805
1155,59,35,42,93555,1,14643,22710,29915,71724
1156,41,16,81,92653,2,14635,20303,38901,26623
1157,49,25,13,94305,4,11069,14244,36993,59383
1158,48,23,132,94998,1,11775,13279,41071,12211
1159,41,16,99,92660,1,12922,14586,39680,72539
1160,50,26,23,92028,4,13714,20109,41238,57067
1161,28,1,40,95134,1,12452,15254,31712,67426
1162,36,11,181,94309,3,12549,22832,29786,21540
1163,38,14,112,94501,2,14143,12708,35835,14210
1164,34,9,138,94720,2,11815,18199,20909,29301
1165,41,17,94,90071,3,10999,21924,33335,60832
1166,43,19,113,91203,1,11138,15442,42027,57714
1167,30,5,112,91711,4,14944,21570,38226,5819
1168,37,12,190,92354,2,11731,13118,32960,4080
1169,62,37,38,91706,1,14920,18253,44900,70819
1170,40,16,32,92110,1,13869,24617,34763,8335
1171,35,10,104,91320,3,11746,20047,36653,38972
1172,64,40,43,95014,1,14994,15244,38081,43446
1173,49,24,45,92104,3,14678,21306,40861,48514
1174,24,-1,35,94305,2,11187,19596,31670,67420
1175,36,10,42,93106,4,13704,20050,38566,30476
1176,29,4,58,91006,1,11701,14466,38913,20448
1177,29,3,103,90049,4,10194,23047,27668,39742
1178,28,3,71,90405,1,11468,16022,18390,7770
1179,33,7,14,94025,1,12679,23869,42912,43503
1180,36,11,98,90291,3,10840,12593,43958,29042
1181,42,17,90,90504,1,11403,24677,17405,61289
1182,25,0,65,90095,4,12634,14957,20120,15669
1183,28,2,19,94720,4,14168,15701,44039,22298
1184,50,25,35,94105,3,14288,15370,40889,42708
1185,34,9,71,90041,4,14809,13332,34821,26032
1186,43,19,31,94025,3,11980,16290,34382,25795
1187,62,38,43,94928,4,11985,24013,33923,22387
1188,61,36,24,94309,1,13844,16942,38588,55831
1189,45,19,58,94305,2,13583,22244,30449,58458
1190,42,17,115,92717,2,12375,19603,28069,3544
1191,39,15,168,93117,2,11687,13178,31775,60196
1192,29,5,128,94111,1,11283,21371,23505,25485
1193,45,20,138,92870,1,14449,20994,37554,25030
1194,58,32,81,92121,3,12763,22732,18573,25557
1195,29,3,41,94305,4,13167,17952,43685,13063
1196,32,7,123,92407,2,11566,18913,19953,53117
1197,37,13,71,94609,2,11044,15193,23203,20678
1198,48,23,8,92866,1,12743,17934,22435,9916
1199,40,14,42,94801,2,11593,22491,42930,50249
1200,29,4,62,92064,2,14110,19230,18160,40642
1201,36,12,22,92507,4,10729,19337,36523,28235
1202,35,8,38,95060,4,14842,17875,20688,50054
1203,35,11,24,95521,4,12887,19675,32942,70259
1204,62,37,50,91311,3,11218,14429,19902,33756
1205,26,1,190,91604,4,14827,15654,24988,52146
1206,32,7,94,91361,2,13978,18529,25165,30922
1207,63,37,165,95035,4,10208,16047,39070,27084
1208,38,12,43,94301,4,11576,14464,20229,14162
1209,50,26,48,91711,1,11090,12667,28569,48486
1210,46,21,52,91304,3,11535,23494,41207,34992
1211,50,24,84,93943,4,11525,23118,32882,30336
1212,61,36,131,92407,1,14997,15806,17741,12094
1213,34,8,44,91101,4,11805,20086,32078,50448
1214,27,2,78,93943,4,11417,14278,35313,31571
1215,61,36,15,92521,4,10190,21773,28635,69170
1216,45,20,38,94550,4,12461,19076,33559,33369
1217,50,25,84,91107,1,11292,24007,15717,19374
1218,44,20,122,94305,1,12400,16214,16896,13328
1219,62,36,98,92122,2,10594,15845,20810,4954
1220,45,18,80,92407,3,12858,14900,33514,13749
1221,41,17,165,94143,2,12738,15682,31618,51135
1222,30,5,121,94132,2,10161,17291,31378,21259
1223,61,37,20,90011,3,14366,15817,30772,15211
1224,45,19,11,96150,1,14721,22126,31760,72662
1225,59,35,45,94920,1,11231,23382,16488,68770
1226,30,6,118,94534,2,13358,22521,33937,53627
1227,60,36,14,90089,2,14341,14326,28058,24038
1228,39,13,30,92122,3,12691,13814,31874,13278
1229,56,30,45,92870,1,12588,20063,29042,52180
1230,56,32,80,94596,3,11207,19229,33297,3153
1231,27,1,25,94920,4,13458,19008,41210,56985
1232,66,41,144,94306,1,14418,16455,16606,34140
1233,43,19,84,92646,4,11046,17249,17384,16909
1234,53,29,22,93943,2,10157,14101,28957,17472
1235,44,18,33,90405,3,14029,20260,43710,21199
1236,54,28,60,94110,4,14066,16742,41832,16364
1237,31,6,81,95762,4,13222,20096,35328,26611
1238,38,13,169,92093,1,14318,18315,33820,72974
1239,28,2,63,91116,2,14387,16828,24711,39538
1240,51,26,12,90245,2,13656,20475,36783,2554
1241,52,27,15,91320,4,10736,22724,16335,12676
1242,64,38,39,92120,1,13528,15118,15661,36807
1243,29,4,44,91380,4,14719,13049,22640,67872
1244,34,10,110,92697,1,13004,17196,20018,13808
1245,33,8,130,94720,3,14821,16368,36789,52237
1246,46,21,41,94025,1,14122,19913,29402,18380
1247,48,22,59,91775,1,12031,13311,25042,30345
1248,52,28,39,94606,2,13107,24539,37564,52189
1249,44,19,35,94305,4,12774,15936,22235,34779
1250,51,27,80,90032,1,10663,23589,23606,20183
1251,47,20,81,94301,1,10558,21630,18729,55533
1252,39,13,31,95120,2,11464,17963,25020,60226
1253,42,17,93,92182,4,13616,20404,36481,70499
1254,57,33,45,92346,4,12208,20666,34105,35757
1255,36,12,40,91101,2,13623,19884,18729,24611
1256,27,1,80,95354,2,10940,19601,38888,48873
1257,31,7,20,92115,1,13419,21935,29577,62703
1258,63,37,41,93014,1,13922,14704,34578,67559
1259,34,8,31,91203,1,10885,21987,28967,73540
1260,52,27,35,95616,4,11485,24271,38656,23464
1261,57,31,40,91107,3,14787,17388,27669,37130
1262,63,39,84,94901,1,14207,14357,26391,66820
1263,26,1,53,94720,2,11185,20808,31293,7039
1264,35,5,85,92870,4,11223,18921,25669,53473
1265,58,33,138,94546,2,14723,16689,24086,57888
1266,32,2,71,95014,2,13854,22039,32356,66369
1267,64,39,113,92121,1,10663,22337,26571,65698
1268,50,23,23,94720,2,10168,16268,16505,18904
1269,34,9,62,92677,3,10617,22759,32687,12896
1270,36,11,14,92673,4,12110,23231,22038,60625
1271,43,18,60,91311,2,13671,22488,38996,13514
1272,28,4,94,92115,3,11101,24247,33077,66319
1273,64,39,83,95616,3,10435,14898,23605,73768
1274,60,35,130,95741,3,14953,20706,23568,22255
1275,62,37,61,93117,4,10047,13545,19591,49328
1276,27,2,92,95616,2,12950,22544,19827,23413
1277,42,16,20,95351,2,10270,14166,23387,50847
1278,45,20,194,92110,2,13356,24166,31325,4637
1279,36,10,74,94305,1,11707,22060,42022,71781
1280,48,22,84,90024,2,12338,16009,31850,45161
1281,65,40,98,95064,3,10286,20378,18378,33865
1282,39,15,52,92093,3,13746,14677,42195,13435
1283,51,26,55,93955,1,14109,15509,37867,23720
1284,30,6,64,94305,4,13860,19541,22896,9351
1285,65,40,128,90740,1,13766,23409,18759,44605
1286,38,13,113,94720,4,14408,17211,19954,36684
1287,29,3,50,94010,3,14123,21271,23887,63300
1288,42,18,54,94010,4,14018,12706,22635,59856
1289,63,38,129,91326,1,13373,18984,36241,40328
1290,46,21,82,94523,4,10115,21073,39646,53336
1291,62,38,100,90277,4,10002,15828,17560,17980
1292,58,34,44,94111,4,12692,22351,29673,72160
1293,56,30,164,94610,4,14014,13599,43166,10383
1294,56,31,81,92373,2,12837,24629,30120,25207
1295,34,10,71,95003,1,11646,14812,20753,74114
1296,42,17,28,92866,1,14488,22746,18179,30141
1297,30,6,80,92399,3,12617,22115,34610,63358
1298,61,35,90,95814,4,13968,22380,41737,19240
1299,38,14,74,90274,1,10120,12736,31878,21404
1300,50,25,14,95762,2,10285,22971,20077,43171
1301,61,36,23,91754,2,12004,19932,19523,60989
1302,41,17,153,92121,1,13178,24172,35437,53389
1303,42,16,38,94087,3,14451,22872,30174,8174
1304,29,5,112,94720,2,11845,15189,42096,33437
1305,51,26,145,90025,1,13520,21984,36527,55154
1306,32,6,28,94025,2,10636,23160,17239,40305
1307,34,9,31,94115,4,11007,14882,25962,65141
1308,26,2,195,94546,1,14373,22783,20518,54937
1309,54,24,50,92037,3,11495,23031,33128,73255
1310,38,14,71,95136,4,13040,23528,25374,70819
1311,62,36,21,95616,3,11452,15816,27224,9683
1312,37,11,35,90044,2,13551,13917,44301,12785
1313,46,21,42,92691,1,11686,22963,20916,27591
1314,52,27,78,92008,4,14647,13459,31070,16459
1315,32,6,73,94305,4,14072,16162,20811,17025
1316,49,25,53,95134,2,14651,21580,40225,64449
1317,28,3,51,94086,2,10800,14517,22706,10933
1318,55,30,40,95521,2,12237,23394,25682,39518
1319,52,26,178,94234,1,10514,19515,38769,69176
1320,32,6,35,94005,2,11969,22894,24072,53118
1321,31,7,192,90250,1,14838,16419,28539,13491
1322,27,3,123,95138,1,12720,19228,23552,2781
1323,32,5,48,94022,2,10396,16956,17957,47099
1324,52,26,45,91604,3,12062,16135,35253,55298
1325,52,28,15,95064,1,10522,17525,27638,70709
1326,50,24,79,94304,1,13951,19854,34196,34242
1327,32,5,63,90024,4,14983,17973,27572,33631
1328,61,35,30,94720,2,13912,18311,39598,19717
1329,60,36,145,95616,4,11287,19632,38062,66958
1330,28,4,32,90095,3,13143,23200,39561,22123
1331,34,9,64,92346,2,13157,16217,24014,56943
1332,31,7,84,92692,1,13433,14408,39988,47914
1333,31,5,21,94309,1,12334,15539,33177,54633
1334,62,38,99,95014,4,13160,24789,35746,65135
1335,47,22,35,94304,2,13198,23030,23782,26593
1336,50,24,180,94539,1,13498,21544,26196,53302
1337,36,12,42,93555,1,13113,14933,29484,41389
1338,26,0,179,92028,4,14891,17815,27740,61831
1339,51,27,42,90245,4,12456,14516,31569,9092
1340,52,25,180,94545,2,13944,24629,23254,7657
1341,35,11,82,94131,4,10142,21052,26373,72899
1342,42,16,55,91355,2,13852,23723,31315,61394
1343,36,12,79,90041,2,13897,21544,34200,69852
1344,41,17,48,92831,2,13900,19945,31340,26852
1345,49,25,93,93117,1,13473,15904,40074,61886
1346,57,32,23,92126,2,11123,17373,18849,13565
1347,44,20,50,95670,3,13590,21237,36288,65905
1348,60,34,85,91367,2,11102,19090,36596,48674
1349,38,14,35,95051,1,11254,18660,27274,58972
1350,26,2,171,93943,3,12777,18612,23934,37775
1351,29,2,29,90266,4,11679,13570,34147,36382
1352,59,35,84,94588,1,14787,18143,36412,74874
1353,51,27,20,90401,4,13817,15552,25321,16917
1354,50,25,14,94124,1,12936,22230,24674,58344
1355,35,10,179,91942,1,11052,24778,29959,45413
1356,61,37,48,91910,1,10174,13159,20109,44524
1357,42,16,74,90066,1,11366,20334,44350,19782
1358,55,29,53,95134,1,13733,18707,29187,48856
1359,50,25,83,92007,1,12922,20694,29585,67380
1360,64,40,171,90034,2,13530,18151,17562,46436
1361,54,28,85,92028,4,12942,24525,23295,37222
1362,50,26,38,95039,4,10494,18514,38811,59538
1363,31,5,85,92130,3,11790,12709,34577,39772
1364,32,8,79,92115,1,12252,15583,25127,22258
1365,44,19,69,92129,4,13500,23743,28474,61736
1366,60,35,43,94720,3,12643,20745,38079,61612
1367,60,34,33,91107,2,13828,21787,37045,9322
1368,62,38,42,95747,3,14502,17183,20374,28963
1369,46,21,40,94025,4,11135,23039,36674,33037
1370,57,33,43,91902,1,14941,24905,26523,24706
1371,30,5,20,94545,4,12513,19486,43464,72578
1372,58,32,65,95621,3,12411,21828,27380,52184
1373,39,13,139,95616,3,12211,17617,25168,48972
1374,60,35,135,92612,3,14938,22867,44378,40001
1375,59,34,84,94043,3,13502,14098,42772,70137
1376,50,26,179,92612,1,12012,15233,30425,47847
1377,63,39,45,92870,4,13860,15838,27581,3902
1378,27,3,109,93023,2,10675,13681,34205,17749
1379,54,29,34,93305,4,12080,19913,37776,24435
1380,62,37,162,95051,1,11640,12806,16205,31254
1381,60,34,105,92103,2,10686,18786,24157,73421
1382,38,12,22,91380,3,12975,19768,19953,45848
1383,34,8,82,91775,2,11225,13188,39397,54172
1384,65,41,105,95616,4,13717,15074,19214,37603
1385,55,31,62,91711,1,10712,20106,44254,25874
1386,57,31,82,95032,2,13929,23879,25417,23507
1387,27,3,72,95616,4,11260,14718,18122,59292
1388,35,10,38,95762,4,12493,24480,20160,66083
1389,52,28,25,90212,4,14560,16102,15733,34300
1390,45,15,20,94107,1,12527,17198,23951,33470
1391,29,3,80,94305,4,13326,20875,39294,63798
1392,44,18,84,91330,3,12557,12973,21309,38413
1393,47,23,33,90095,1,11630,19393,33905,71642
1394,62,37,55,95039,3,14719,24963,31281,67555
1395,52,27,33,90095,2,13387,20187,27920,62157
1396,47,23,190,92831,4,14642,19412,31863,4746
1397,42,18,43,91107,1,12562,24665,33208,50373
1398,65,41,45,95521,3,13565,19605,19580,48593
1399,42,18,141,93407,1,11323,18452,30166,63566
1400,40,16,69,92009,4,11544,19035,17402,10006
1401,32,8,78,90401,4,13566,19734,24580,54639
1402,40,15,84,94521,1,10593,17642,30433,42039
1403,55,29,172,95064,1,10706,14440,34452,24485
1404,32,6,51,93109,4,12786,19539,38181,19650
1405,58,28,75,92121,1,10335,19292,27183,38853
1406,46,22,183,91605,1,11864,22768,41625,37752
1407,53,23,20,92123,4,14235,20590,22791,71033
1408,63,39,101,94306,2,11962,24218,24897,50477
1409,40,14,129,90089,1,12097,22278,38614,71395
1410,41,17,63,90745,2,11782,23975,43090,11579
1411,60,35,44,92126,4,12444,21087,42490,69098
1412,65,39,184,91302,1,10604,24975,44821,29344
1413,59,33,100,95064,2,10027,19402,44212,3021
1414,48,24,12,90058,3,14166,21465,37671,14961
1415,59,33,68,94105,2,14226,15938,23715,73905
1416,33,8,48,94019,1,11799,21688,37971,13242
1417,40,15,82,93101,2,13708,17335,22220,36951
1418,42,18,52,94061,2,13630,22109,16662,51336
1419,65,41,154,92008,2,11888,14068,26222,57147
1420,30,4,39,91105,1,10685,21857,21209,42831
1421,30,4,40,91605,1,14494,13009,39284,51211
1422,42,17,54,94720,4,10921,20282,40939,45617
1423,32,8,32,94143,2,11001,23584,38557,23863
1424,55,30,64,90250,2,12481,18303,26972,70986
1425,29,3,92,94539,2,10695,20434,24096,28855
1426,64,38,40,91330,1,13448,21611,31736,64991
1427,37,11,60,96651,3,11001,18172,39587,42776
1428,31,5,85,95828,2,11630,22820,23447,48015
1429,25,-1,21,94583,4,11224,23240,15991,57943
1430,31,5,35,95064,1,11849,13843,41955,33153
1431,32,7,52,92660,2,11599,22641,41985,57992
1432,58,34,128,90058,1,13209,12632,37349,23543
1433,26,2,195,90245,1,11948,24028,37309,63310
1434,51,25,68,92647,2,10164,15942,37094,48512
1435,65,41,55,93106,2,12373,20298,16984,31712
1436,43,17,55,90266,1,14781,24335,22996,41550
1437,46,21,80,95054,4,12329,23826,15545,56153
1438,28,3,123,92007,1,10819,18334,25189,37159
1439,63,37,90,94105,4,13502,15367,34769,29389
1440,59,29,61,94025,1,13487,19076,22719,22327
1441,42,15,41,94610,3,14042,16699,17595,2716
1442,58,33,43,94720,2,11386,14280,40843,51200
1443,39,13,71,95822,3,14533,22185,22746,55701
1444,36,12,25,95051,4,14247,18257,38125,18008
1445,60,33,154,90740,1,13187,13238,43741,2517
1446,47,21,141,90095,1,12834,14332,24659,57260
1447,29,4,22,92661,2,10216,24844,20718,56664
1448,52,28,145,94131,2,10641,20720,27547,36991
1449,41,16,49,92122,3,13398,24762,38101,21969
1450,63,37,109,90740,1,13781,20520,40088,46129
1451,59,34,80,90086,3,12905,18442,33582,70266
1452,44,20,82,94555,4,10181,23079,22011,44385
1453,54,28,52,94102,4,13602,22659,32308,41078
1454,29,5,85,90232,3,12073,14084,30372,47680
1455,51,25,148,90024,1,14751,18849,38660,50132
1456,63,39,160,91330,2,10407,24246,44247,48184
1457,36,11,39,90095,4,11465,21832,16933,48967
1458,42,16,25,94304,2,13870,17888,40956,12725
1459,51,25,33,93033,1,14958,24354,27104,71451
1460,47,20,38,92115,3,11505,15965,30797,56586
1461,40,16,85,92677,4,11564,23688,26990,15926
1462,54,28,48,93022,1,11295,19481,27357,3056
1463,47,21,15,95207,4,12623,17224,38012,33163
1464,35,10,94,91343,1,14887,18291,27460,68345
1465,28,4,120,92333,2,11152,17549,24802,20460
1466,45,19,60,91911,1,12647,20753,26661,44864
1467,33,9,145,94303,2,14311,18523,35930,47794
1468,62,36,29,91107,2,10498,24827,22228,47683
1469,45,18,78,92129,3,10974,17283,35033,46887
1470,59,35,59,90005,4,14074,15121,43396,46689
1471,58,28,80,91116,2,12330,18121,42873,50251
1472,52,26,180,94305,1,13459,14818,24586,53142
1473,34,8,8,94710,3,13980,14753,33885,57455
1474,65,35,23,91711,1,13632,20817,33662,25964
1475,48,23,79,92124,2,14856,18595,40703,54419
1476,44,19,78,92064,2,12981,17769,29431,30831
1477,61,37,64,92028,1,10905,13532,34173,12728
1478,40,14,64,91320,4,12634,18971,29974,35513
1479,65,39,160,94803,4,12437,19148,24413,66505
1480,28,4,43,91304,1,13456,18635,35016,74250
1481,67,42,32,93943,1,13678,15043,41425,45017
1482,35,9,179,91125,2,10235,20527,31361,25712
1483,60,35,8,94143,1,12158,23879,25276,61750
1484,58,32,63,92717,1,13992,17897,16207,47873
1485,55,30,40,94126,2,10274,15014,33072,9571
1486,34,9,99,90245,4,10287,16256,27801,26753
1487,35,9,141,93022,2,10682,12582,29749,63879
1488,28,4,159,93907,1,13656,23385,43943,54817
1489,38,12,39,95825,2,13201,18284,33958,4482
1490,62,38,99,91604,4,14580,24643,16144,53647
1491,30,4,18,95020,4,10692,24337,23161,47000
1492,38,12,38,94553,2,10185,24583,25649,5284
1493,33,8,133,90024,1,13011,19616,21527,27783
1494,58,34,84,91380,2,13728,17842,43169,69290
1495,59,35,60,90089,1,11778,24414,31338,50093
1496,52,28,178,92647,3,14932,22902,34937,54583
1497,36,12,18,91330,1,13381,14730,32429,54146
1498,45,21,73,95020,1,11140,14021,29956,70488
1499,49,23,125,94022,1,11672,16030,21219,17169
1500,52,26,91,92173,1,11371,12920,31713,7231
1501,54,28,74,95014,2,10063,24300,39649,8777
1502,30,4,35,92130,2,11677,24997,42251,48442
1503,65,39,113,90036,1,11798,20120,30309,4319
1504,34,8,52,94720,4,13607,17482,28904,7228
1505,30,6,191,92028,2,12697,21595,23330,5175
1506,51,25,18,92109,1,14846,16356,27454,16189
1507,52,27,25,95138,2,12545,16233,36469,32957
1508,43,18,50,91006,4,14888,23734,31782,61145
1509,35,10,75,93940,4,10854,14441,42095,11258
1510,56,26,92,92647,2,12653,23028,35362,40957
1511,57,32,33,95747,2,13324,15701,40045,19321
1512,58,32,65,90266,3,14340,22735,27361,5679
1513,53,28,44,91604,3,13874,18964,30891,35106
1514,45,21,183,95211,2,14503,16634,24709,66853
1515,44,20,175,96150,2,10397,24553,40219,31094
1516,54,28,28,94305,4,12766,22091,40638,6834
1517,41,17,49,92130,4,13027,13979,37305,17073
1518,52,26,45,92697,4,10848,16953,24029,60141
1519,43,17,64,95053,4,11765,23125,26156,47877
1520,63,38,22,92115,3,10602,16800,40405,74196
1521,54,30,120,95039,1,14293,18146,32186,56876
1522,33,8,175,92354,2,13695,15820,25720,45722
1523,25,-1,101,94720,4,12837,17016,30657,58217
1524,41,16,104,92037,1,12850,17956,37093,30793
1525,40,16,155,94002,4,10568,24744,15558,12471
1526,43,18,58,95747,1,10379,12943,33646,46699
1527,36,10,80,94608,4,14491,24955,33920,56929
1528,57,33,45,94117,1,12068,14860,33065,51705
1529,34,9,134,94550,1,13430,23612,43949,59532
1530,38,14,58,91709,4,12516,24286,26973,49154
1531,47,21,20,94066,1,11121,13215,31360,25060
1532,39,13,25,90304,4,11346,20693,39966,42968
1533,45,20,55,94588,1,11683,23966,42570,56179
1534,62,37,155,93943,1,14416,14930,19307,36453
1535,59,34,30,92084,1,10713,13568,33579,33541
1536,61,37,39,92096,4,14480,12971,44153,11485
1537,36,12,73,95617,4,11800,15348,38709,17309
1538,58,34,41,94608,4,14775,17223,24066,16536
1539,55,30,34,95820,4,11569,22226,36591,65348
1540,29,5,21,90601,3,10464,14770,25415,53894
1541,34,8,11,91320,4,13992,17083,17673,63828
1542,61,35,154,92704,2,11933,21390,29844,19244
1543,50,20,19,92612,4,11255,20977,24321,29842
1544,52,26,101,93407,2,13810,21395,31051,65392
1545,39,15,24,92123,1,12128,19049,33779,11957
1546,55,29,131,92675,2,11548,19837,40366,51289
1547,33,9,105,95136,1,12547,13621,20112,64380
1548,47,21,52,94720,1,11110,22159,24529,10727
1549,57,32,21,92037,4,10907,21083,19087,71419
1550,57,31,45,94305,3,11096,22941,19420,36467
1551,40,14,39,93117,1,13630,18414,30581,17300
1552,50,25,192,94115,2,12778,23207,33807,13972
1553,29,5,195,94301,1,14707,22205,25478,71281
1554,46,22,83,95616,3,13215,18278,27980,55686
1555,42,15,34,91302,3,10559,13077,43130,57973
1556,59,33,49,93009,4,11812,20017,39472,33813
1557,31,1,60,94143,4,14297,19250,42036,18588
1558,51,25,41,94939,4,14539,17002,30944,67770
1559,35,10,72,91320,3,14090,17958,44738,63761
1560,59,35,102,92677,4,14049,22114,20234,46935
1561,35,10,31,95605,3,10194,22265,38352,42495
1562,46,20,73,93106,1,13345,20381,29764,15365
1563,34,9,89,91763,1,10225,12613,32336,30489
1564,55,29,19,92109,4,11329,22893,43315,56073
1565,64,40,63,94706,4,14765,18829,37471,68123
1566,34,9,104,95758,3,13019,21413,37410,73121
1567,61,35,40,95064,1,14549,24089,36602,59822
1568,63,39,92,94710,2,10673,21509,20119,19059
1569,59,33,72,92350,2,14290,21187,35525,54645
1570,51,27,44,94305,3,14074,18413,24880,40020
1571,41,16,114,94705,4,14189,13720,15921,51361
1572,37,13,73,95758,4,13624,16797,41104,60613
1573,64,40,63,91711,4,12163,21195,15948,31228
1574,44,20,69,92028,1,10231,22013,32682,67038
1575,62,37,42,92106,3,13541,23710,39506,51749
1576,50,26,88,90037,1,10581,17430,42995,64754
1577,43,18,98,92131,2,10030,21307,33717,39909
1578,34,8,65,92093,1,13843,21648,38387,9902
1579,38,13,12,94143,2,10232,24690,19786,40101
1580,29,5,122,94305,4,10150,23131,29558,27572
1581,39,14,12,92093,2,10170,17301,18114,38755
1582,53,29,24,94105,2,12761,17320,26578,47419
1583,43,19,170,92037,4,11631,18784,35164,8748
1584,61,36,184,92028,4,13208,16228,18825,40108
1585,46,20,25,93401,4,14682,18075,36284,64301
1586,57,31,131,90502,2,14632,17211,40638,73366
1587,59,33,50,94122,2,14145,24118,43055,62950
1588,52,28,21,94035,2,10648,23558,24671,24364
1589,29,3,55,95616,3,10039,24255,26128,49138
1590,57,32,124,90049,1,10439,14070,19511,54517
1591,49,23,58,95819,4,12927,21348,15834,45551
1592,39,13,72,95817,2,12562,15839,37829,11896
1593,56,31,192,90089,1,14432,13347,24570,46343
1594,63,38,83,91320,3,12070,20783,25191,68827
1595,37,12,93,90025,1,13111,18172,37872,52410
1596,56,26,38,94305,3,14869,17568,38892,21595
1597,45,20,55,92606,4,14863,19531,15726,6994
1598,66,41,11,92325,3,13608,17997,39308,73761
1599,40,15,85,94550,2,10615,21328,19720,36867
1600,50,24,124,93305,1,12295,17713,22506,43625
1601,60,36,129,92028,2,11376,13544,19204,70463
1602,31,7,180,93407,1,13037,19337,41794,22639
1603,40,14,74,90245,4,10674,22325,32351,34052
1604,36,6,138,92152,1,13946,12573,44380,50037
1605,55,29,111,90502,2,11953,19924,31499,19402
1606,54,28,83,93555,3,10041,17364,35207,21715
1607,35,10,33,90266,4,10669,15661,31395,43423
1608,55,29,21,92028,4,14603,14575,37367,11829
1609,36,10,35,94608,2,13506,17591,23842,54948
1610,66,41,105,93023,1,11655,23747,27352,50000
1611,38,14,103,94305,1,10554,13899,41399,5609
1612,58,32,75,92096,2,11344,24514,25281,27211
1613,41,17,33,94550,1,12186,18001,27830,7532
1614,60,34,52,94305,4,10533,22387,21397,72612
1615,47,23,89,94920,1,14150,15380,29922,14895
1616,62,36,63,93109,1,11013,14785,30185,58966
1617,48,23,84,94402,4,14673,15219,25264,17455
1618,61,36,44,91302,4,10788,14712,22735,34119
1619,29,3,29,94720,3,12838,17394,37017,8991
1620,45,21,29,90005,1,14570,20088,22767,50206
1621,39,14,22,94035,2,11399,16911,21833,49426
1622,31,6,53,92093,4,13400,14300,43865,6012
1623,39,14,24,94611,2,14750,12942,32219,8190
1624,63,38,153,90045,1,14387,17235,18491,59859
1625,28,2,31,90024,2,12768,19287,24574,24159
